Series Name,Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Literacy rate, adult total (% of people ages 15 and above)",Botswana,..,68.58090973,..,..,..,..,..,..,..,..,..,..,..,81.18871307,..,..,..,..,..,..,..,..,..,86.82318115,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",Botswana,..,89.25830078,..,..,..,..,..,..,..,..,..,..,..,93.95744324,..,..,..,..,..,..,..,..,..,97.4562912,..,..,..,..,..,..
"Lower secondary completion rate, total (% of relevant age group)",Botswana,53.41540146,73.10965729,75.5333786,88.48130798,86.3642807,87.61239624,..,..,91.49788666,90.37753296,92.25108337,91.55921936,89.55503082,89.27852631,90.40534973,89.56345367,92.43974304,89.55075073,90.90779877,..,..,..,95.46853638,93.87333679,98.00321198,..,..,..,..,..
"Over-age students, primary (% of enrollment)",Botswana,14.26516,14.74372,13.90995,13.68703,13.74626,24.44364,24.63743,..,23.337,22.67773,22.00763,21.54615,21.50861,21.29089,20.10484,20.4714,20.1161,20.03956,20.06369,19.79896,..,..,14.38972,14.71013,13.34693,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",Botswana,..,..,..,..,..,..,43.34999847,..,..,..,..,..,..,..,..,..,42.34000015,..,..,35.47000122,..,..,..,..,..,..,..,..,..,33.20000076
"Unemployment, female (% of female labor force) (modeled ILO estimate)",Botswana,..,16.93000031,18.81999969,21.13999939,22.97999954,23.73999977,24.12000084,23.97999954,23.64999962,20.54999924,17.25,22.06999969,24.45000076,26.46999931,24.23999977,22.13999939,20.12000084,19.90999985,19.73999977,19.70999908,21.54000092,21.42000008,21.35000038,21.43000031,21.07999992,20.87000084,20.92000008,20.70999908,20.61000061,20.51000023
"Unemployment, female (% of female labor force) (national estimate)",Botswana,..,17.18000031,..,..,22.79999924,..,23.95000076,..,23.56999969,..,17.25,22.14999962,..,26.29999924,..,..,19.97999954,..,..,19.60000038,21.43000031,..,..,..,..,..,..,..,..,23.5
"Unemployment, male (% of male labor force) (modeled ILO estimate)",Botswana,..,11.51000023,14.05000019,16.70999908,19.85000038,19.60000038,19.65999985,19.07999992,18.68000031,16.57999992,14.76000023,15.63000011,18.35000038,21.54000092,19.62999916,17.70999908,15.73999977,14.46000004,13.38000011,13.07999992,14.65999985,14.71000004,14.72000027,14.56999969,14.67000008,14.71000004,14.47999954,14.36999989,14.18000031,14.05000019
"Unemployment, male (% of male labor force) (national estimate)",Botswana,..,11.68000031,..,..,19.70000076,..,19.52000046,..,18.62000084,..,14.76000023,15.68999958,..,21.39999962,..,..,15.64000034,..,..,13,14.59000015,..,..,..,..,..,..,..,..,21.70000076
"Unemployment, total (% of total labor force) (modeled ILO estimate)",Botswana,..,13.81999969,16.09000015,18.61000061,21.20000076,21.38999939,21.59000015,21.21999931,20.86000061,18.34000015,15.88000011,18.54000092,21.12999916,23.79999924,21.76000023,19.77000046,17.78000069,17,16.35000038,16.17000008,17.86000061,17.85000038,17.86000061,17.87999916,17.78000069,17.70999908,17.62000084,17.45999908,17.31999969,17.20999908
"Unemployment, total (% of total labor force) (national estimate)",Botswana,..,13.81999969,..,..,21.20000076,..,21.59000015,..,20.86000061,..,15.88000011,18.54000092,..,23.79999924,..,..,17.78000069,..,..,16.17000008,17.86000061,..,..,..,..,..,..,..,..,22.61000061
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",Botswana,..,32.09000015,35.11999893,38.61999893,41.38999939,41.54999924,41.22999954,42.72000122,44.08000183,40.33000183,35.97000122,46.43000031,50.20999908,53.25999832,47.77999878,42.70999908,38,38.63999939,39.34999847,40.38000107,42.84999847,43.00999832,43,43.25999832,42.97000122,42.74000168,42.97999954,42.91999817,42.95000076,43
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",Botswana,..,33.36999893,..,..,..,..,42.43000031,..,..,..,..,46.06999969,..,..,..,..,38.20000076,..,..,41.18999863,43.45000076,..,..,..,..,..,..,..,..,36.43999863
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",Botswana,..,19.68000031,23.52000046,27.62999916,32.40999985,32.31000137,32.68999863,33.40000153,34.29000092,32.38999939,30.54999924,33.34999847,37.04000092,41.02000046,36.15000153,31.68000031,27.5,26.62999916,25.93000031,26.17000008,29.12999916,29.52000046,29.55999947,29.43000031,29.56999969,29.52000046,29.32999992,29.32999992,29.19000053,29.14999962
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",Botswana,..,20.15999985,..,..,..,..,33.52999878,..,..,..,..,33.90999985,..,..,..,..,27.65999985,..,..,26.71999931,29.59000015,..,..,..,..,..,..,..,..,39
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Botswana,..,25.38999939,28.84000015,32.66999817,36.52000046,36.52999878,36.59000015,37.66999817,38.77999878,36.08000183,33.11000061,39.45000076,43.11000061,46.59999847,41.38999939,36.59000015,32.13000107,31.95999908,31.92000008,32.56000137,35.27999878,35.63999939,35.72999954,35.84999847,35.77999878,35.63999939,35.63999939,35.61000061,35.54999924,35.56000137
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",Botswana,..,25.61000061,..,..,..,..,37.93999863,..,..,..,..,39.65999985,..,..,..,..,32.59999847,..,..,33.41999817,35.99000168,..,..,..,..,..,..,..,..,37.84000015
Access to electricity (% of population),Burundi,..,..,..,..,..,..,..,1.899384141,3.9,2.624150038,2.980748415,3.327531099,3.660028934,3.973772287,4.26429224,3.207317073,4.779187679,5.024056435,4.8,5.546556473,5.3,6.189968586,6.5,6.9,7,8.631607056,9.637499809,9.3,11.02425194,..
"Children in employment, total (% of children ages 7-14)",Burundi,..,..,..,..,..,..,..,..,..,..,36.96453,..,..,..,..,11.7,..,..,..,..,31.9,..,..,..,..,..,..,..,..,..
"Children out of school, primary",Burundi,..,..,..,502921,..,..,..,..,..,..,711510,613304,628206,591170,576181,539608,328138,234798,98466,122209,59818,..,..,..,..,..,..,74286,114262,140973
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Burundi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.8054999709,..,..,0.9086199999,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",Burundi,3.123270035,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.929029942,..,..,9.275939941,..,..
"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",Burundi,0.5962299705,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.352800012,..,..,1.635550022,..,..
"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",Burundi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.352800012,..,..,1.635550022,..,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Burundi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.325380087,..,..,5.59581995,..,..
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",Burundi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1556700021,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",Burundi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment in agriculture (% of total employment) (modeled ILO estimate),Burundi,..,92.12999725,92.12999725,92.19000244,92.22000122,92.30000305,92.37000275,92.34999847,92.20999908,91.98999786,91.76000214,91.48000336,91.16999817,90.93000031,90.62000275,90.30000305,89.91999817,89.52999878,89.11000061,88.68000031,88.22000122,87.75,87.23999786,86.70999908,86.19000244,86.29000092,86.27999878,86.30999756,86.25,86.20999908
Employment in industry (% of total employment) (modeled ILO estimate),Burundi,..,2.529999971,2.49000001,2.450000048,2.400000095,2.329999924,2.25999999,2.220000029,2.200000048,2.230000019,2.25999999,2.299999952,2.349999905,2.410000086,2.440000057,2.539999962,2.609999895,2.710000038,2.799999952,2.910000086,3.019999981,3.130000114,3.25,3.369999886,3.5,3.480000019,3.480000019,3.470000029,3.410000086,3.349999905
Employment in services (% of total employment) (modeled ILO estimate),Burundi,..,5.340000153,5.380000114,5.369999886,5.380000114,5.369999886,5.360000134,5.429999828,5.590000153,5.789999962,5.980000019,6.21999979,6.480000019,6.659999847,6.940000057,7.159999847,7.480000019,7.760000229,8.090000153,8.409999847,8.770000458,9.119999886,9.510000229,9.920000076,10.31999969,10.22999954,10.23999977,10.22000027,10.34000015,10.44999981
GDP growth (annual %),Burundi,3.49982214,4.996836448,1.009998371,-6.240000001,-3.829999996,-7.920000004,-7.999999998,-1.589999997,4.749999995,-1.009999996,-0.8568640584,2.055807108,4.446519412,-1.22372796,4.833657768,0.9000000009,5.413807145,3.45195249,4.861712995,3.812746937,5.124163303,4.032602496,4.446708222,4.924195261,4.240651644,-3.900003086,-0.6000200005,0.5000099988,1.609933082,..
Informal employment (% of total non-agricultural employment),Burundi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.44000244,..,..,..,..,..
"Informal employment, female (% of total non-agricultural employment)",Burundi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.31999969,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",Burundi,37.38471985,..,..,..,..,..,..,..,..,..,59.30361938,..,..,..,..,..,..,..,48.08406067,..,..,..,..,..,61.51348877,..,..,68.37532806,..,..
"Literacy rate, youth total (% of people ages 15-24)",Burundi,53.55521011,..,..,..,..,..,..,..,..,..,73.33006287,..,..,..,..,..,..,..,61.7387886,..,..,..,..,..,79.55960846,..,..,88.22177124,..,..
"Lower secondary completion rate, total (% of relevant age group)",Burundi,2.996999979,..,4.98762989,5.208360195,..,..,..,..,..,..,..,..,..,..,7.879630089,8.239919662,9.088179588,..,12.06025028,16.42593002,16.59922981,18.47842979,20.29519081,23.84695053,26.74336052,33.87078094,40.4493103,39.72229004,32.57291031,29.77986908
"Over-age students, primary (% of enrollment)",Burundi,..,..,..,22.95334,..,..,..,..,..,..,24.40248,14.89918,20.23897,21.91999,24.92101,24.63295,23.01453,22.91266,18.64157,27.88151,28.20952,..,..,..,..,..,..,17.22753,17.05807,..
"Share of youth not in education, employment or training, total (% of youth population)",Burundi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.789999962,..,..,6.190000057,..,..
"Unemployment, female (% of female labor force) (modeled ILO estimate)",Burundi,..,1.24000001,1.299999952,1.379999995,1.379999995,1.370000005,1.409999967,1.370000005,1.340000033,1.350000024,1.340000033,1.330000043,1.350000024,1.379999995,1.370000005,1.289999962,1.230000019,1.159999967,1.149999976,1.25999999,1.279999971,1.25999999,1.24000001,1.210000038,1.159999967,1.110000014,1.100000024,1.049999952,1,0.9800000191
"Unemployment, female (% of female labor force) (national estimate)",Burundi,0.2599999905,..,..,..,..,..,..,..,..,13.19999981,..,..,..,..,..,..,..,..,1.139999986,..,..,..,..,..,1.169999957,..,..,..,..,..
"Unemployment, male (% of male labor force) (modeled ILO estimate)",Burundi,..,2.309999943,2.319999933,2.380000114,2.430000067,2.430000067,2.390000105,2.420000076,2.440000057,2.49000001,2.460000038,2.450000048,2.480000019,2.440000057,2.390000105,2.369999886,2.279999971,2.210000038,2.170000076,2.279999971,2.230000019,2.170000076,2.130000114,2.099999905,2.029999971,2.029999971,1.99000001,1.960000038,1.919999957,1.899999976
"Unemployment, male (% of male labor force) (national estimate)",Burundi,0.7200000286,..,..,..,..,..,..,..,..,15,..,..,..,..,..,..,..,..,2.160000086,..,..,..,..,..,2.049999952,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",Burundi,..,1.75,1.789999962,1.850000024,1.870000005,1.870000005,1.870000005,1.870000005,1.870000005,1.889999986,1.870000005,1.860000014,1.889999986,1.889999986,1.850000024,1.809999943,1.730000019,1.659999967,1.629999995,1.75,1.74000001,1.700000048,1.669999957,1.639999986,1.570000052,1.549999952,1.529999971,1.480000019,1.450000048,1.419999957
"Unemployment, total (% of total labor force) (national estimate)",Burundi,0.4799999893,..,..,..,..,..,..,..,..,14,..,..,..,..,..,..,..,..,1.629999995,..,..,..,..,..,1.570000052,..,..,..,..,..
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",Burundi,..,1.950000048,2.039999962,2.150000095,2.140000105,2.130000114,2.170000076,2.099999905,2.069999933,2.079999924,2.049999952,2.019999981,2.039999962,2.079999924,2.059999943,1.960000038,1.870000005,1.779999971,1.75999999,1.940000057,1.980000019,1.970000029,1.950000048,1.929999948,1.860000014,1.809999943,1.779999971,1.710000038,1.659999967,1.620000005
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",Burundi,0.3899999857,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.970000029,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",Burundi,..,4.179999828,4.210000038,4.25,4.289999962,4.25,4.170000076,4.239999771,4.289999962,4.329999924,4.260000229,4.210000038,4.25,4.199999809,4.130000114,4.119999886,4,3.900000095,3.869999886,4.099999905,4.090000153,4.050000191,4.039999962,4.039999962,3.960000038,3.930000067,3.880000114,3.859999895,3.819999933,3.789999962
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",Burundi,0.9700000286,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.409999847,..,..,..,..,..
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Burundi,..,3.00999999,3.069999933,3.150000095,3.160000086,3.140000105,3.119999886,3.119999886,3.140000105,3.160000086,3.099999905,3.069999933,3.099999905,3.089999914,3.039999962,2.980000019,2.869999886,2.779999971,2.75,2.950000048,2.960000038,2.930000067,2.910000086,2.900000095,2.819999933,2.779999971,2.74000001,2.700000048,2.650000095,2.619999886
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",Burundi,0.6600000262,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.940000057,..,..,..,..,..
Access to electricity (% of population),Cambodia,..,..,..,..,..,..,..,..,18.67,8.872699738,16.6,15.50851536,18.80723,19.3,25.34392929,20.5,31.79125977,35.00234604,26.4,41.45727921,31.1,48.03312683,51.39193726,54.79524612,56.1,68.81590271,76.60250092,89.07,91.55067444,..
"Children in employment, total (% of children ages 7-14)",Cambodia,..,..,..,..,..,..,..,..,..,..,..,52.3,..,..,48.9,..,..,..,..,34.5,..,..,11.5,..,..,..,..,..,..,..
"Children out of school, primary",Cambodia,..,..,..,..,..,..,..,347933,313863,275305,143783,..,..,40818,..,..,97167,79763,98017,..,117131,40924,40982,..,84830,82584,134186,180125,186109,190043
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Cambodia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",Cambodia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.21222019,16.95288086,15.50477028,..,..,..,..,12.18000984,12.33611012,..,..,..,..
"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",Cambodia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.83186996,1.85405004,2.04204011,..,..,..,..,5.929880142,5.832109928,..,..,..,..
"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",Cambodia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.464249969,..,..,..,..,..,..,5.483150005,5.493140221,..,..,..,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Cambodia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.424059868,3.008480072,6.263519764,..,..,..,..,10.07106018,9.29681015,..,..,..,..
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",Cambodia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.4524500072,0.6584799886,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",Cambodia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.05477000028,0.08703999966,..,..,..,..
Employment in agriculture (% of total employment) (modeled ILO estimate),Cambodia,..,78.12999725,77.76000214,77.69000244,78.83000183,78.37000275,77.75,77.30000305,76.75,75.37999725,73.48000336,68.93000031,67.25,65.98999786,63.86999893,62.02999878,60.08000183,58.13000107,58.11000061,58.04000092,57.31000137,56.54999924,53.20999908,49.52000046,46,42.47000122,37.54000092,38.20999908,36.38000107,34.52999878
Employment in industry (% of total employment) (modeled ILO estimate),Cambodia,..,6.019999981,6.179999828,6.28000021,5.769999981,6.090000153,6.340000153,6.610000134,6.880000114,7.610000134,8.539999962,11,11.5,11.89999962,12.53999996,13.27999973,14,14.72000027,15.13000011,15.61999989,16.04000092,16.46999931,17.76000023,19.28000069,23.77000046,24.92000008,25.76000023,25.48999977,27.02000046,27.90999985
